Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2018-02-08,INFY,EQ,1109.05,1122.8,1146.4,1116.55,1133.0,1134.25,1138.52,4403622,501361314139999.94,105295,2891380,0.6566
2018-02-09,INFY,EQ,1134.25,1118.0,1120.3,1106.0,1112.0,1109.15,1112.64,2191345,243818478565000.0,88836,1186875,0.5416
2018-02-12,INFY,EQ,1109.15,1114.8,1120.6,1097.8,1101.0,1102.8,1106.85,3145986,348214721955000.0,52343,1986846,0.6315
2018-02-14,INFY,EQ,1102.8,1106.0,1117.3,1090.2,1091.0,1097.75,1106.89,4172856,461890528035000.06,113292,3010045,0.7212999999999999
2018-02-15,INFY,EQ,1097.75,1103.0,1129.7,1103.0,1113.5,1114.45,1118.96,3993368,446841399295000.0,99941,2439471,0.6109
2018-02-16,INFY,EQ,1114.45,1125.0,1141.65,1118.1,1124.65,1128.05,1128.32,4944611,557912643435000.06,108882,3112620,0.6295000000000001
2018-02-19,INFY,EQ,1128.05,1128.4,1136.0,1120.3,1134.2,1131.75,1129.16,3230920,364822763325000.0,83364,1826082,0.5652
2018-02-20,INFY,EQ,1131.75,1103.75,1149.5,1103.75,1135.0,1136.95,1141.14,3594297,410161122480000.0,97878,1847456,0.514
2018-02-21,INFY,EQ,1136.95,1147.5,1151.9,1140.0,1145.0,1147.4,1146.98,6885679,789773820720000.0,169230,5474712,0.7951
2018-02-22,INFY,EQ,1147.4,1145.55,1164.0,1140.45,1159.0,1160.75,1157.22,8929987,1033399503710000.0,151810,6801311,0.7615999999999999
2018-02-23,INFY,EQ,1160.75,1163.5,1166.0,1146.75,1154.4,1155.65,1158.08,4729914,547763515505000.0,128746,3177897,0.6718999999999999
2018-02-26,INFY,EQ,1155.65,1151.0,1155.05,1134.35,1139.95,1138.6,1142.81,2541804,290479340975000.0,76083,1626562,0.6399
2018-02-27,INFY,EQ,1138.6,1144.95,1153.65,1125.65,1147.7,1150.2,1139.08,3308013,376810153850000.0,140175,2156356,0.6519
2018-02-28,INFY,EQ,1150.2,1147.6,1189.5,1142.55,1169.85,1172.6,1172.09,8634208,1012003486950000.0,229051,5049780,0.5849000000000001
2018-03-01,INFY,EQ,1172.6,1169.6,1169.6,1156.05,1160.25,1160.75,1161.83,3289926,382233635820000.0,95568,2089661,0.6352000000000001
2018-03-05,INFY,EQ,1160.75,1160.75,1170.8,1143.25,1159.7,1155.9,1158.68,4050728,469351196139999.94,150137,2407810,0.5944
2018-03-06,INFY,EQ,1155.9,1162.55,1165.4,1143.6,1146.25,1151.35,1157.61,3344867,387205467015000.0,123734,2349339,0.7023999999999999
2018-03-07,INFY,EQ,1151.35,1155.0,1160.0,1138.05,1147.8,1144.1,1148.31,3185208,365759484795000.0,91049,2099037,0.659
2018-03-08,INFY,EQ,1144.1,1149.0,1165.8,1149.0,1158.0,1156.65,1158.61,3046507,352972177915000.0,110975,1784229,0.5857
2018-03-09,INFY,EQ,1156.65,1162.35,1166.0,1155.55,1164.0,1163.4,1162.36,2110482,245313890230000.03,83674,1167092,0.5529999999999999
2018-03-12,INFY,EQ,1163.4,1176.0,1191.85,1171.75,1184.0,1185.75,1186.26,3838485,455345640855000.0,82530,2208283,0.5753
2018-03-13,INFY,EQ,1185.75,1180.2,1197.0,1175.15,1182.0,1183.8,1187.19,4290526,509365278145000.0,101093,2931653,0.6833
2018-03-14,INFY,EQ,1183.8,1180.0,1190.6,1169.1,1181.1,1180.8,1180.26,2214855,261411178960000.0,54069,1203746,0.5435
2018-03-15,INFY,EQ,1180.8,1180.0,1188.4,1172.0,1181.9,1182.5,1180.88,3050750,360256998225000.0,49232,2081521,0.6823
2018-03-16,INFY,EQ,1182.5,1182.0,1182.4,1169.25,1170.0,1171.9,1172.96,8977413,1053017725840000.0,156251,7733842,0.8615
2018-03-19,INFY,EQ,1171.9,1164.0,1180.5,1142.65,1148.0,1146.75,1156.94,3763310,435393786164999.94,114366,2314477,0.615
2018-03-20,INFY,EQ,1146.75,1148.6,1170.0,1148.6,1164.55,1164.55,1159.74,4276883,496007650764999.94,111232,3115015,0.7283
2018-03-21,INFY,EQ,1164.55,1170.0,1175.5,1162.2,1166.2,1167.5,1171.53,3846497,450627059339999.94,121529,3113984,0.8096
2018-03-22,INFY,EQ,1167.5,1164.5,1177.45,1155.3,1156.0,1161.3,1167.57,3406584,397743090600000.0,82774,2545448,0.7472
2018-03-23,INFY,EQ,1161.3,1147.0,1173.8,1142.35,1165.0,1167.6,1164.59,6004042,699225428545000.0,117145,4213799,0.7018000000000001
2018-03-26,INFY,EQ,1167.6,1166.9,1166.9,1144.0,1155.6,1155.25,1153.17,4465361,514931713880000.0,101964,3248748,0.7275
2018-03-27,INFY,EQ,1155.25,1160.0,1161.3,1150.1,1152.1,1154.0,1154.45,1901044,219465734575000.0,67860,1174247,0.6177
2018-03-28,INFY,EQ,1154.0,1150.75,1150.75,1126.25,1140.0,1131.8,1136.18,6279161,713425285065000.0,118878,4775433,0.7605
2018-04-02,INFY,EQ,1131.8,1141.0,1149.55,1121.3,1136.7,1137.15,1135.86,4036351,458471691960000.06,142078,2960225,0.7334
2018-04-03,INFY,EQ,1137.15,1134.7,1143.55,1128.1,1139.4,1140.45,1135.21,2038584,231422675744999.97,114034,1366638,0.6704000000000001
2018-04-04,INFY,EQ,1140.45,1144.0,1144.55,1120.0,1122.7,1124.2,1131.81,2406651,272387871294999.97,137029,1472105,0.6117
2018-04-05,INFY,EQ,1124.2,1139.55,1151.3,1129.1,1146.05,1147.55,1140.71,3881772,442799345970000.0,101745,2899162,0.7469
2018-04-06,INFY,EQ,1147.55,1143.0,1146.0,1122.1,1127.55,1127.0,1128.81,2968871,335128504315000.0,137277,1891236,0.637
2018-04-09,INFY,EQ,1127.0,1125.0,1125.8,1106.55,1111.45,1111.25,1113.12,3601441,400883207650000.0,171118,2529586,0.7023999999999999
2018-04-10,INFY,EQ,1111.25,1112.0,1124.5,1105.4,1114.65,1113.4,1115.77,4463029,497972869475000.0,144468,3520250,0.7888
2018-04-11,INFY,EQ,1113.4,1118.0,1131.5,1116.5,1124.5,1124.25,1124.78,4512787,507589157285000.06,102586,3296304,0.7304
2018-04-12,INFY,EQ,1124.25,1129.45,1172.75,1125.0,1164.05,1162.6,1157.71,8522183,986618914665000.0,216130,5624945,0.66
2018-04-13,INFY,EQ,1162.6,1174.0,1185.9,1150.25,1168.0,1171.45,1172.37,10613519,1244292499905000.0,180965,5370870,0.506
2018-04-16,INFY,EQ,1171.45,1102.0,1140.0,1102.0,1134.5,1133.2,1125.66,12372542,1392723619255000.0,201992,5012390,0.4051
2018-04-17,INFY,EQ,1133.2,1127.0,1127.4,1115.0,1124.65,1125.2,1121.63,5198970,583131799590000.0,203792,3086531,0.5937
2018-04-18,INFY,EQ,1125.2,1122.85,1134.75,1113.85,1125.95,1125.95,1124.27,5215190,586330578710000.0,121114,3220905,0.6176
2018-04-19,INFY,EQ,1125.95,1124.0,1139.8,1123.1,1133.4,1132.85,1132.61,4262771,482803590370000.0,119470,3277709,0.7689
2018-04-20,INFY,EQ,1132.85,1139.0,1193.7,1136.95,1179.65,1178.45,1171.78,12136346,1422107074195000.0,213680,7374221,0.6076
2018-04-23,INFY,EQ,1178.45,1168.0,1214.4,1155.25,1185.95,1187.7,1186.79,10915319,1295418038105000.0,190031,5762099,0.5279
2018-04-24,INFY,EQ,1187.7,1185.0,1196.4,1150.1,1154.25,1154.5,1168.64,4263108,498203981120000.0,87918,2175530,0.5103
2018-04-25,INFY,EQ,1154.5,1152.0,1171.0,1145.2,1155.95,1160.35,1160.85,5797089,672954626495000.0,122892,3549969,0.6124
2018-04-26,INFY,EQ,1160.35,1174.0,1181.65,1160.0,1177.05,1176.45,1172.76,5651042,662732294500000.0,120489,3710955,0.6567000000000001
2018-04-27,INFY,EQ,1176.45,1180.0,1191.6,1174.2,1184.65,1185.2,1183.9,3831685,453632175330000.0,103259,2521063,0.658
2018-04-30,INFY,EQ,1185.2,1181.7,1207.95,1180.65,1199.95,1199.5,1199.78,2755839,330640400025000.0,80599,1748528,0.6345000000000001
2018-05-02,INFY,EQ,1199.5,1198.9,1201.6,1181.0,1192.1,1197.05,1192.72,5147521,613957265250000.0,98610,3916029,0.7608
2018-05-03,INFY,EQ,1197.05,1197.25,1204.7,1176.1,1178.0,1182.55,1195.66,2666115,318776154630000.0,114003,1634945,0.6132
2018-05-04,INFY,EQ,1182.55,1185.0,1186.0,1155.0,1169.6,1173.1,1165.5,3011684,351012924885000.0,92619,1501133,0.49840000000000007
2018-05-07,INFY,EQ,1173.1,1181.25,1190.0,1175.5,1184.0,1183.0,1181.67,2319480,274085760455000.03,66189,1381557,0.5956
2018-05-08,INFY,EQ,1183.0,1177.9,1177.9,1161.05,1167.5,1165.55,1167.51,2859278,333824617935000.0,121067,1833756,0.6413
2018-05-09,INFY,EQ,1165.55,1167.5,1176.9,1163.0,1172.0,1170.7,1169.95,1891752,221326004680000.03,50914,1226653,0.6484000000000001
2018-05-10,INFY,EQ,1170.7,1176.0,1183.0,1162.85,1170.0,1168.0,1173.06,1591431,186684383975000.0,55801,925580,0.5816
2018-05-11,INFY,EQ,1168.0,1172.3,1183.2,1166.05,1180.6,1180.75,1174.3,1655853,194446507745000.0,51911,1040917,0.6286
2018-05-14,INFY,EQ,1180.75,1184.35,1191.5,1170.0,1190.5,1189.3,1184.18,2216047,262419163090000.0,118716,1385502,0.6252000000000001
2018-05-15,INFY,EQ,1189.3,1188.1,1208.0,1188.1,1195.2,1194.55,1196.6,2805987,335765492505000.0,169798,1400617,0.49920000000000003
2018-05-16,INFY,EQ,1194.55,1187.25,1198.0,1184.5,1190.7,1189.95,1191.85,3102502,369771811985000.0,80951,2232738,0.7197
2018-05-17,INFY,EQ,1189.95,1196.0,1197.45,1173.55,1180.0,1182.9,1186.19,4759799,564603390560000.0,108694,3495536,0.7343999999999999
2018-05-18,INFY,EQ,1182.9,1183.0,1186.55,1173.0,1180.0,1183.2,1181.08,3569830,421624221660000.0,118691,2739080,0.7673000000000001
2018-05-21,INFY,EQ,1183.2,1179.55,1188.4,1170.0,1183.2,1179.5,1182.21,4237660,500980496980000.0,94593,3233546,0.763
2018-05-22,INFY,EQ,1179.5,1175.0,1198.0,1173.9,1195.0,1193.85,1189.56,2818402,335266414955000.0,92075,1959648,0.6953
2018-05-23,INFY,EQ,1193.85,1195.0,1207.65,1181.5,1182.95,1184.9,1198.4,4769221,571543318390000.0,155510,3565469,0.7476
2018-05-24,INFY,EQ,1184.9,1198.0,1227.55,1198.0,1220.0,1221.0,1217.23,4870285,592823618995000.0,115622,2635888,0.5412
2018-05-25,INFY,EQ,1221.0,1230.1,1248.65,1220.8,1229.55,1228.3,1239.09,4450719,551486130764999.94,165203,2833196,0.6365999999999999
2018-05-28,INFY,EQ,1228.3,1231.0,1232.6,1206.0,1212.1,1214.4,1218.07,2869897,349573464905000.0,114363,1860121,0.6481
2018-05-29,INFY,EQ,1214.4,1214.05,1226.55,1206.2,1219.9,1216.7,1214.01,1694467,205710721810000.0,97963,1020909,0.6025
2018-05-30,INFY,EQ,1216.7,1217.0,1228.75,1205.6,1210.4,1211.7,1214.64,3161533,384010918200000.0,113600,1820341,0.5758
2018-05-31,INFY,EQ,1211.7,1211.7,1242.0,1210.25,1238.0,1231.8,1230.2,9860170,1212996828930000.0,163732,6917924,0.7016
2018-06-01,INFY,EQ,1231.8,1230.4,1246.25,1217.2,1222.2,1220.8,1229.79,2499178,307346673070000.0,81969,1396541,0.5588000000000001
2018-06-04,INFY,EQ,1220.8,1221.1,1243.0,1212.0,1241.0,1239.4,1233.14,2135078,263284847410000.0,69180,1356014,0.6351
2018-06-05,INFY,EQ,1239.4,1242.0,1242.0,1217.0,1218.85,1220.85,1226.49,2355431,288892417160000.0,85171,1469405,0.6238
2018-06-06,INFY,EQ,1220.85,1225.2,1241.55,1220.05,1238.1,1237.45,1234.18,2019092,249192986955000.03,98002,1157667,0.5734
2018-06-07,INFY,EQ,1237.45,1238.0,1258.0,1238.0,1249.3,1252.45,1252.57,3338113,418121025215000.0,106204,1876344,0.5621
2018-06-08,INFY,EQ,1252.45,1248.0,1262.0,1246.05,1258.8,1260.05,1257.48,3229939,406157469205000.0,146437,2152796,0.6665000000000001
2018-06-11,INFY,EQ,1260.05,1265.55,1270.0,1255.05,1261.0,1262.4,1262.71,2585645,326492342100000.0,94087,1883057,0.7283
2018-06-12,INFY,EQ,1262.4,1265.75,1271.25,1250.45,1259.0,1258.5,1258.01,3919910,493130015635000.06,90357,2684852,0.6849
2018-06-13,INFY,EQ,1258.5,1266.8,1284.0,1266.8,1275.0,1274.8,1275.2,2883464,367698207380000.0,110178,1736971,0.6024
2018-06-14,INFY,EQ,1274.8,1253.0,1253.0,1234.1,1240.0,1239.7,1242.78,3799424,472184371085000.06,142371,2234217,0.588
2018-06-15,INFY,EQ,1239.7,1237.0,1291.5,1235.0,1288.8,1281.25,1267.1,9978880,1264428528380000.0,156513,7198132,0.7212999999999999
2018-06-18,INFY,EQ,1281.25,1284.0,1291.25,1262.35,1264.5,1267.4,1273.18,4107423,522949947064999.94,127326,2705510,0.6587000000000001
2018-06-19,INFY,EQ,1267.4,1263.0,1263.4,1238.05,1242.0,1241.6,1244.36,3772850,469478685410000.06,148052,2625680,0.6959000000000001
2018-06-20,INFY,EQ,1241.6,1248.5,1252.35,1238.0,1241.45,1243.15,1245.07,2685901,334414000385000.0,92693,1763850,0.6567000000000001
2018-06-21,INFY,EQ,1243.15,1245.95,1256.5,1236.0,1246.55,1246.55,1247.63,2899395,361738365080000.0,138481,1939037,0.6688
2018-06-22,INFY,EQ,1246.55,1243.0,1255.5,1241.2,1246.4,1247.85,1249.94,2171559,271431266980000.03,91644,1545127,0.7115
2018-06-25,INFY,EQ,1247.85,1257.15,1278.8,1254.0,1269.7,1272.45,1271.05,3865589,491336382980000.0,137153,2105988,0.5448
2018-06-26,INFY,EQ,1272.45,1269.0,1283.9,1266.25,1280.05,1277.85,1277.24,2241752,286325890705000.0,102746,1303651,0.5815
2018-06-27,INFY,EQ,1277.85,1283.95,1293.45,1265.6,1271.5,1270.0,1281.92,3476071,445604939289999.94,107138,2254625,0.6486
2018-06-28,INFY,EQ,1270.0,1276.3,1298.0,1276.25,1284.3,1289.6,1290.08,5498409,709338005890000.0,159341,2847254,0.5178
2018-06-29,INFY,EQ,1289.6,1298.05,1315.0,1283.25,1310.65,1307.2,1298.31,4983300,646989105000000.0,164216,3050563,0.6122
2018-07-02,INFY,EQ,1307.2,1314.0,1340.0,1314.0,1337.8,1334.7,1325.09,2415072,320019581350000.0,80512,1157363,0.4792
2018-07-03,INFY,EQ,1334.7,1331.9,1357.9,1331.75,1355.5,1353.75,1347.06,4063726,547410184885000.06,140810,2374717,0.5844
2018-07-04,INFY,EQ,1353.75,1352.05,1352.65,1338.85,1348.4,1345.2,1345.49,2512861,338102380465000.0,156409,1610582,0.6409
2018-07-05,INFY,EQ,1345.2,1347.1,1347.25,1268.1,1286.5,1284.0,1290.51,8509951,1098214428860000.0,274864,4498851,0.5287
2018-07-06,INFY,EQ,1284.0,1290.25,1301.85,1269.0,1285.15,1284.25,1281.04,5607678,718368302200000.0,181138,3185846,0.5681
2018-07-09,INFY,EQ,1284.25,1297.0,1303.0,1279.05,1301.2,1298.85,1294.01,3322499,429934043535000.06,95341,1941581,0.5844
2018-07-10,INFY,EQ,1298.85,1308.5,1315.45,1294.3,1299.1,1301.4,1305.09,2987244,389861317815000.0,109336,1551472,0.5194
2018-07-11,INFY,EQ,1301.4,1317.55,1342.1,1291.35,1319.0,1320.45,1317.22,5949916,783736226205000.0,131426,2520702,0.42369999999999997
2018-07-12,INFY,EQ,1320.45,1326.1,1327.1,1284.45,1295.0,1294.35,1299.24,6636120,862190652625000.0,189258,3884375,0.5853
2018-07-13,INFY,EQ,1294.35,1315.0,1331.6,1298.35,1323.0,1317.4,1315.39,9748079,1282250374605000.0,205562,4621538,0.47409999999999997
2018-07-16,INFY,EQ,1317.4,1317.4,1384.4,1287.7,1336.0,1332.85,1345.93,17672340,2378564747595000.0,357607,5265555,0.298
2018-07-17,INFY,EQ,1332.85,1329.7,1349.5,1312.7,1327.3,1327.9,1333.08,5580845,743972178185000.0,114793,2701704,0.4841
2018-07-18,INFY,EQ,1327.9,1339.8,1343.4,1314.0,1323.0,1322.55,1325.16,3459508,458440527650000.0,134074,1682833,0.4864
2018-07-19,INFY,EQ,1322.55,1323.0,1331.9,1309.1,1315.95,1316.7,1318.01,2559432,337334780070000.0,133339,1483151,0.5795
2018-07-20,INFY,EQ,1316.7,1326.0,1367.15,1321.3,1352.0,1348.1,1352.12,5852869,791378203685000.0,149871,2819424,0.4817
2018-07-23,INFY,EQ,1348.1,1352.15,1368.0,1336.25,1351.9,1355.95,1350.21,3837851,518188647825000.0,104002,2443216,0.6365999999999999
2018-07-24,INFY,EQ,1355.95,1374.4,1382.4,1356.0,1375.35,1377.15,1368.92,3086123,422464837880000.0,104916,1877815,0.6085
2018-07-25,INFY,EQ,1377.15,1379.0,1393.8,1365.45,1381.15,1383.75,1383.06,3468461,479708571395000.0,110230,1922712,0.5543
2018-07-26,INFY,EQ,1383.75,1378.55,1390.4,1369.2,1373.7,1373.25,1377.36,3681109,507022847720000.0,139712,2424410,0.6586
2018-07-27,INFY,EQ,1373.25,1373.2,1389.0,1368.3,1371.2,1373.45,1377.08,3246616,447084881500000.0,101649,2173390,0.6694
2018-07-30,INFY,EQ,1373.45,1370.0,1373.0,1348.0,1351.0,1351.0,1356.75,3204985,434835864500000.0,193055,2451679,0.765
2018-07-31,INFY,EQ,1351.0,1348.55,1370.0,1335.55,1368.0,1365.1,1351.3,3971998,536735770450000.0,122270,2765105,0.6961
2018-08-01,INFY,EQ,1365.1,1363.8,1368.45,1351.0,1352.0,1354.05,1355.85,2337853,316978127290000.0,106719,1654129,0.7075
2018-08-02,INFY,EQ,1354.05,1359.6,1366.75,1350.15,1353.4,1353.65,1357.31,2970371,403171929670000.0,87744,2138372,0.7199
2018-08-03,INFY,EQ,1353.65,1366.2,1366.2,1356.0,1365.75,1364.1,1361.34,1985195,270251581615000.0,70696,1384580,0.6975
2018-08-06,INFY,EQ,1364.1,1366.05,1375.0,1347.5,1364.0,1360.65,1358.6,3089465,419734518720000.0,68270,2128983,0.6890999999999999
2018-08-07,INFY,EQ,1360.65,1374.0,1379.95,1360.65,1367.0,1367.95,1366.36,3675764,502242626089999.94,100730,1600841,0.4355
2018-08-08,INFY,EQ,1367.95,1371.8,1372.5,1353.3,1362.0,1362.75,1362.16,1996179,271910939250000.0,80731,1405581,0.7041
2018-08-09,INFY,EQ,1362.75,1373.65,1389.45,1373.65,1379.2,1379.95,1381.59,3204762,442768163270000.0,134300,2092586,0.653
2018-08-10,INFY,EQ,1379.95,1385.8,1389.0,1373.05,1382.25,1385.45,1380.64,2389760,329940106430000.0,82581,1661604,0.6953
2018-08-13,INFY,EQ,1385.45,1390.0,1409.85,1378.7,1408.0,1408.75,1401.07,4989873,699114098200000.0,138356,2323354,0.4656
2018-08-14,INFY,EQ,1408.75,1413.95,1424.55,1404.0,1407.45,1408.3,1414.34,3075660,435001445264999.94,102688,1670272,0.5431
2018-08-16,INFY,EQ,1408.3,1414.95,1434.9,1411.25,1429.0,1429.55,1426.82,3313387,472759721035000.06,115380,2278814,0.6878000000000001
2018-08-17,INFY,EQ,1429.55,1430.9,1437.65,1423.0,1426.55,1430.35,1430.85,3195204,457185669139999.94,122779,2222525,0.6956
2018-08-20,INFY,EQ,1430.35,1388.0,1407.95,1373.5,1388.2,1384.25,1389.04,8050938,1118309386829999.9,249766,3747784,0.46549999999999997
2018-08-21,INFY,EQ,1384.25,1390.0,1396.0,1373.75,1386.0,1383.95,1381.18,4180741,577433864990000.0,126003,2280633,0.5455
2018-08-23,INFY,EQ,1383.95,1393.0,1401.5,1385.35,1400.0,1397.4,1392.99,3858591,537499320089999.94,180710,2737234,0.7094
2018-08-24,INFY,EQ,1397.4,1396.5,1401.9,1376.1,1379.35,1378.3,1386.47,3526500,488939460100000.0,109805,2049349,0.5811000000000001
2018-08-27,INFY,EQ,1378.3,1383.0,1419.95,1381.4,1416.0,1415.4,1406.0,3506475,493009175060000.06,132478,2245599,0.6404000000000001
2018-08-28,INFY,EQ,1415.4,1417.2,1438.4,1411.5,1425.0,1424.7,1427.92,3248445,463852492910000.06,100357,1773021,0.5458
2018-08-29,INFY,EQ,1424.7,1433.6,1433.6,1405.15,1411.0,1410.1,1412.92,2823248,398901065535000.0,89895,1719084,0.6089
2018-08-30,INFY,EQ,1410.1,1412.8,1421.55,1396.15,1418.1,1416.2,1411.92,5753981,812416089405000.0,96074,4034348,0.7011000000000001
2018-08-31,INFY,EQ,1416.2,1425.1,1454.3,1421.1,1440.0,1441.1,1439.05,5437932,782543713785000.0,124025,3589092,0.66
2018-09-03,INFY,EQ,1441.1,1449.0,1467.9,1430.0,1436.2,1434.25,1451.3,5488164,796496627270000.0,134643,3571594,0.6508
2018-09-04,INFY,EQ,1434.25,722.0,748.5,716.0,733.0,737.15,739.04,15370124,1135915659875000.0,258728,6954062,0.4524
2018-09-05,INFY,EQ,737.15,741.95,744.05,725.4,729.0,729.9,734.79,8658978,636253953515000.0,202826,3839883,0.4435
2018-09-06,INFY,EQ,729.9,732.55,735.5,724.1,726.0,727.15,730.17,5598659,408798868240000.0,134849,3493840,0.624
2018-09-07,INFY,EQ,727.15,734.35,735.15,723.8,734.0,732.8,730.95,6510605,475893685535000.06,190264,3810992,0.5854
2018-09-10,INFY,EQ,732.8,737.75,747.0,729.4,733.4,730.85,736.29,5629871,414524523640000.0,112735,3209244,0.5700000000000001
2018-09-11,INFY,EQ,730.85,735.9,744.75,732.0,733.7,734.3,738.58,6963561,514314575550000.0,137146,3665363,0.5264
2018-09-12,INFY,EQ,734.3,744.4,746.5,736.25,740.9,742.9,741.14,4636617,343637009935000.0,144311,2545066,0.5489
2018-09-14,INFY,EQ,742.9,741.9,745.0,729.05,735.0,733.7,735.78,7896514,581011848335000.0,191430,4669337,0.5913
2018-09-17,INFY,EQ,733.7,735.0,740.0,724.6,726.9,725.95,730.79,5427054,396601345615000.0,124216,2572371,0.474
2018-09-18,INFY,EQ,725.95,730.0,730.0,717.0,720.0,719.1,720.33,7729732,556795178864999.94,116715,2039349,0.2638
2018-09-19,INFY,EQ,719.1,727.0,727.0,713.2,719.6,719.75,719.4,4849498,348875129915000.0,142071,2917751,0.6017
2018-09-21,INFY,EQ,719.75,713.85,717.4,692.0,710.0,705.3,706.4,14350769,1013737869365000.0,238115,9880217,0.6885
2018-09-24,INFY,EQ,705.3,706.5,729.95,706.5,719.95,718.25,721.56,8637881,623273876295000.0,183918,5604772,0.6489
2018-09-25,INFY,EQ,718.25,718.25,736.0,717.0,726.0,726.2,727.76,9602273,698819486140000.0,223780,5283327,0.5502
2018-09-26,INFY,EQ,726.2,731.2,731.85,712.0,719.9,717.85,720.78,6599606,475687782414999.94,110456,4301995,0.6519
2018-09-27,INFY,EQ,717.85,722.0,730.8,717.45,724.3,724.8,724.8,14592616,1057673325170000.1,147797,10485355,0.7184999999999999
2018-09-28,INFY,EQ,724.8,721.0,734.55,715.2,731.7,730.05,727.98,7490031,545262979950000.0,166682,4590662,0.6129
2018-10-01,INFY,EQ,730.05,737.5,754.9,733.0,742.95,746.65,745.05,8252398,614848423910000.0,160489,4483016,0.5432
2018-10-03,INFY,EQ,746.65,743.8,751.95,726.3,728.55,728.5,738.21,7792464,575248010025000.0,184479,4931984,0.6329
2018-10-04,INFY,EQ,728.5,728.5,729.75,702.5,711.0,707.2,711.02,6173037,438915956089999.94,150299,3617395,0.5860000000000001
2018-10-05,INFY,EQ,707.2,713.0,731.5,709.3,722.5,724.6,717.57,8543578,613058998125000.0,141622,4727502,0.5533
2018-10-08,INFY,EQ,724.6,725.05,728.7,709.25,714.65,714.45,717.09,7259306,520558186189999.94,244347,4344672,0.5985
2018-10-09,INFY,EQ,714.45,717.1,722.4,702.65,721.0,717.75,711.05,6777212,481890357680000.0,116349,3665401,0.5408
2018-10-10,INFY,EQ,717.75,719.9,719.9,695.4,700.35,700.45,703.19,8866251,623470003275000.0,219744,4098711,0.4623
2018-10-11,INFY,EQ,700.45,685.0,692.9,663.3,675.4,673.35,676.06,10985897,742715038005000.0,285534,5910635,0.538
2018-10-12,INFY,EQ,673.35,676.4,684.05,661.5,678.15,678.8,673.71,8909221,600226806680000.0,214848,4229073,0.4747
2018-10-15,INFY,EQ,678.8,688.6,705.0,681.5,703.5,698.8,691.39,6222176,430195221064999.94,121763,3187712,0.5123
2018-10-16,INFY,EQ,698.8,710.0,713.9,689.4,692.0,695.25,702.32,11588963,813919732070000.0,266266,4829861,0.4168
2018-10-17,INFY,EQ,695.25,710.0,721.8,701.35,705.5,705.35,711.55,20360697,1448762878505000.0,280701,8842531,0.4343
2018-10-19,INFY,EQ,705.35,687.0,687.7,678.0,683.5,683.55,682.35,10421001,711075725065000.0,245258,6658247,0.6389
2018-10-22,INFY,EQ,683.55,688.7,695.05,673.8,680.5,679.95,679.08,6672840,453138146230000.0,118989,4592757,0.6883
2018-10-23,INFY,EQ,679.95,675.95,682.0,653.3,663.05,657.6,663.77,9041701,600159144755000.0,206699,6249984,0.6912
2018-10-24,INFY,EQ,657.6,663.0,666.5,647.15,650.0,649.8,653.45,7058164,461212716425000.0,151398,4319821,0.612
2018-10-25,INFY,EQ,649.8,643.0,656.35,636.25,647.3,648.75,647.53,8270469,535533930935000.06,196622,5315499,0.6426999999999999
2018-10-26,INFY,EQ,648.75,645.3,648.7,629.9,634.05,633.6,636.49,5464141,347786447215000.0,111447,3187130,0.5833
2018-10-29,INFY,EQ,633.6,633.7,650.55,631.5,646.1,644.75,637.82,7137446,455238911760000.06,123494,5228816,0.7326
2018-10-30,INFY,EQ,644.75,641.1,663.8,637.45,658.9,659.6,657.39,8793411,578067804035000.0,148842,5764870,0.6556000000000001
2018-10-31,INFY,EQ,659.6,663.9,692.95,663.05,685.95,686.4,681.52,11947995,814284424020000.0,223319,7659197,0.6409999999999999
2018-11-01,INFY,EQ,686.4,689.7,689.7,659.6,667.0,666.7,671.01,5860244,393227678420000.0,125725,3282959,0.5602
2018-11-02,INFY,EQ,666.7,665.95,675.8,660.1,663.2,662.25,665.4,6654067,442764240545000.0,148487,3761960,0.5654
2018-11-05,INFY,EQ,662.25,663.5,668.6,657.0,663.7,666.0,662.36,5799426,384130750055000.0,140183,3670964,0.633
2018-11-06,INFY,EQ,666.0,667.9,675.0,660.65,667.1,666.45,668.4,6975525,466244509380000.0,240509,4371014,0.6265999999999999
2018-11-07,INFY,EQ,666.45,673.0,677.5,672.0,677.45,675.5,674.86,758956,51218850070000.0,31522,307741,0.40549999999999997
2018-11-09,INFY,EQ,675.5,679.0,679.0,655.5,658.7,659.5,661.4,9694143,641172414630000.0,244092,7091290,0.7315
2018-11-12,INFY,EQ,659.5,666.0,676.4,662.3,665.05,664.2,669.82,7118080,476783230189999.94,120785,3845132,0.5402
2018-11-13,INFY,EQ,664.2,663.5,667.75,656.3,664.45,665.7,663.83,4137808,274678246075000.0,129103,2641999,0.6385000000000001
2018-11-14,INFY,EQ,665.7,665.7,665.7,640.5,652.4,653.2,648.72,7323026,475059951635000.06,174358,4361316,0.5956
2018-11-15,INFY,EQ,653.2,654.0,666.0,646.7,655.65,656.4,660.71,5513390,364273819620000.0,130605,3270275,0.5932000000000001
2018-11-16,INFY,EQ,656.4,659.9,662.5,644.2,652.0,650.85,649.95,8583785,557905317514999.94,153414,5561153,0.6479
