Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2018-02-26,BPCL,EQ,429.9,434.0,443.0,431.1,431.85,433.0,437.03,5897086,257721309335000.0,83867,3532358,0.599
2018-02-23,BPCL,EQ,427.45,429.05,433.0,422.7,430.2,429.9,428.57,3418049,146488419995000.0,79930,1689584,0.4943
2018-02-22,BPCL,EQ,447.55,431.2,435.85,425.45,428.1,427.45,428.54,8907361,381716337885000.0,96603,4817048,0.5408
2018-02-21,BPCL,EQ,453.05,458.15,458.15,440.1,447.5,447.55,445.08,9163043,407827719670000.0,95451,6539731,0.7137000000000001
2018-02-20,BPCL,EQ,456.85,457.2,459.6,451.85,453.2,453.05,454.38,2250010,102236013695000.0,40870,950475,0.4224000000000001
2018-02-19,BPCL,EQ,465.7,468.0,468.25,453.4,456.25,456.85,458.93,1842905,84575877920000.0,50284,796557,0.4322
2018-02-16,BPCL,EQ,475.05,477.0,477.75,465.0,465.25,465.7,468.89,2413209,113153045820000.0,43294,1179517,0.4888
2018-02-15,BPCL,EQ,460.1,461.0,476.65,461.0,475.65,475.05,469.75,4723739,221895713390000.0,65044,2357257,0.499
2018-02-14,BPCL,EQ,467.55,469.0,469.9,459.1,460.0,460.1,462.24,4451284,205758144425000.0,74803,2830321,0.6358
2018-02-12,BPCL,EQ,475.4,481.0,481.8,462.5,466.5,467.55,466.76,4569433,213283734790000.0,60372,2590762,0.5670000000000001
2018-02-09,BPCL,EQ,478.2,476.0,479.9,468.7,475.15,475.4,473.81,2862450,135625426790000.02,46360,950999,0.3322
2018-02-08,BPCL,EQ,476.25,483.4,494.0,476.8,479.1,478.2,487.26,6038834,294246338230000.0,87021,3373461,0.5586
2018-02-07,BPCL,EQ,467.2,473.05,481.6,468.65,478.5,476.25,475.84,3631470,172801384830000.0,66204,1650711,0.4546
2018-02-06,BPCL,EQ,475.95,465.0,477.9,465.0,467.5,467.2,469.57,3148093,147824578110000.0,51987,1687127,0.5359
2018-02-05,BPCL,EQ,477.15,470.0,488.75,466.05,477.5,475.95,478.86,3435092,164492281600000.0,49664,1828278,0.5322
2018-02-02,BPCL,EQ,490.35,483.05,492.6,472.35,472.8,477.15,485.4,2990091,145139591870000.0,45927,1693672,0.5664
2018-02-01,BPCL,EQ,492.3,491.1,493.9,481.45,489.0,490.35,488.5,3649443,178274183625000.0,51609,2064724,0.5658
2018-01-31,BPCL,EQ,485.6,486.0,493.6,483.35,490.1,492.3,489.49,6111327,299144259700000.0,169004,3970294,0.6497
2018-01-30,BPCL,EQ,469.8,469.2,492.6,468.95,480.9,485.6,483.87,6592554,318990891505000.0,78386,3555207,0.5393
2018-01-29,BPCL,EQ,480.65,480.5,480.55,468.25,469.5,469.8,473.18,2647116,125256100405000.0,64191,1528215,0.5773
2018-01-25,BPCL,EQ,480.5,486.0,486.5,473.6,480.75,480.65,479.69,4016765,192679845155000.0,60548,2441674,0.6079
2018-01-24,BPCL,EQ,481.15,481.0,482.5,473.15,481.7,480.5,478.05,2540792,121463803645000.0,51619,1538549,0.6055
2018-01-23,BPCL,EQ,469.15,472.9,483.0,469.0,480.55,481.15,476.05,3779440,179919845140000.0,86786,2210423,0.5849000000000001
2018-01-22,BPCL,EQ,477.3,480.0,480.05,465.25,469.6,469.15,469.16,2168115,101718264200000.0,48556,846889,0.3906000000000001
2018-01-19,BPCL,EQ,470.25,471.9,478.5,465.4,477.05,477.3,472.6,3908165,184700388030000.0,80221,2176789,0.557
2018-01-18,BPCL,EQ,479.85,480.1,482.75,468.0,470.1,470.25,474.51,3671246,174204100835000.0,77494,2423504,0.6601
2018-01-17,BPCL,EQ,479.45,479.0,484.0,474.75,479.9,479.85,478.68,3397744,162642111970000.0,51521,1997037,0.5878
2018-01-16,BPCL,EQ,487.2,488.0,488.15,475.45,479.0,479.45,478.95,4661889,223281417895000.0,100435,2337399,0.5014000000000001
2018-01-15,BPCL,EQ,489.9,490.2,493.9,485.8,487.3,487.2,489.44,4078228,199603051935000.0,97949,2625377,0.6437999999999999
2018-01-12,BPCL,EQ,492.4,490.5,493.0,487.65,489.6,489.9,490.52,2808710,137773156984999.98,63496,1784219,0.6352000000000001
2018-01-11,BPCL,EQ,494.3,495.0,495.0,488.75,491.55,492.4,490.91,2958652,145244082915000.0,71437,1623528,0.5487
2018-01-10,BPCL,EQ,496.1,494.55,498.2,493.5,493.5,494.3,495.27,3121408,154594748595000.0,70917,1938504,0.621
2018-01-09,BPCL,EQ,497.2,499.0,500.75,491.25,496.0,496.1,496.32,3653710,181339264360000.0,89865,2001695,0.5479
2018-01-08,BPCL,EQ,487.7,490.0,501.5,490.0,496.95,497.2,496.2,4990626,247636643130000.03,113503,2880953,0.5773
2018-01-05,BPCL,EQ,491.5,491.0,494.0,483.7,488.45,487.7,487.77,2939239,143367771335000.0,70045,1734527,0.5901
2018-01-04,BPCL,EQ,494.9,495.0,495.5,490.5,491.5,491.5,492.12,2720308,133873107230000.0,56022,1665833,0.6124
2018-01-03,BPCL,EQ,499.8,500.15,504.9,493.4,494.35,494.9,498.08,3870814,192796395225000.0,90579,1967305,0.5082
2018-01-02,BPCL,EQ,508.6,511.3,512.95,497.2,499.6,499.8,501.04,2536583,127093977965000.02,42921,1102033,0.4345000000000001
2018-01-01,BPCL,EQ,517.7,518.0,523.0,507.2,508.75,508.6,512.53,1940293,99445935175000.0,23827,910182,0.4691
2017-12-29,BPCL,EQ,526.2,523.25,529.75,515.4,517.5,517.7,520.88,1604217,83559845660000.0,33714,505979,0.3154
2017-12-28,BPCL,EQ,533.4,531.65,537.9,522.1,522.8,526.2,528.64,4992425,263917730495000.0,60455,3181620,0.6373
2017-12-27,BPCL,EQ,538.9,534.95,541.2,531.25,534.0,533.4,536.7,1783603,95726653625000.0,37676,793792,0.445
2017-12-26,BPCL,EQ,535.15,534.9,542.5,530.8,535.9,538.9,535.92,2023385,108438076255000.0,47382,868207,0.4291
2017-12-22,BPCL,EQ,535.1,533.1,536.6,529.3,536.1,535.15,533.73,1886590,100692698535000.0,50542,1002823,0.5316
2017-12-21,BPCL,EQ,532.05,531.0,540.5,528.25,533.0,535.1,535.7,2747860,147202886795000.0,43271,1370156,0.4986
2017-12-20,BPCL,EQ,533.05,534.0,534.9,526.95,533.3,532.05,531.15,2725082,144743576295000.0,49101,1600067,0.5872
2017-12-19,BPCL,EQ,526.4,529.0,533.95,526.05,532.7,533.05,531.77,3899556,207367054945000.0,64421,2185706,0.5605
2017-12-18,BPCL,EQ,523.05,522.4,529.85,505.35,529.25,526.4,521.08,4986311,259828295230000.03,78508,2736068,0.5487
2017-12-15,BPCL,EQ,513.55,524.0,525.0,516.2,524.95,523.05,521.52,3885064,202613127070000.0,77775,2508856,0.6458
2017-12-14,BPCL,EQ,506.3,509.95,515.7,505.45,513.0,513.55,511.0,3908315,199714718770000.0,62765,1617708,0.4139
2017-12-13,BPCL,EQ,498.95,500.0,512.5,495.05,507.35,506.3,507.09,3006485,152455541050000.0,40780,706852,0.2351000000000001
2017-12-12,BPCL,EQ,514.2,517.0,517.9,497.1,498.65,498.95,502.53,1976642,99332809695000.0,30545,559391,0.28300000000000003
2017-12-11,BPCL,EQ,514.45,519.85,521.65,512.2,514.15,514.2,516.61,2567093,132617365400000.0,53388,911850,0.3552
2017-12-08,BPCL,EQ,499.1,498.5,515.9,498.45,514.15,514.45,508.0,2816688,143087899145000.0,63408,1160266,0.4119
2017-12-07,BPCL,EQ,490.95,491.0,500.0,491.0,499.85,499.1,496.95,1350279,67102198520000.01,47635,528419,0.3913
2017-12-06,BPCL,EQ,500.9,501.15,502.9,489.35,490.85,490.95,495.08,2928030,144960710220000.0,80731,1440407,0.4919
2017-12-05,BPCL,EQ,496.2,495.5,505.0,495.05,502.5,500.9,501.25,2398200,120210034145000.0,45593,961868,0.4011
2017-12-04,BPCL,EQ,496.4,497.0,500.0,490.45,496.5,496.2,495.75,1562380,77455599090000.0,28730,536174,0.3432
2017-12-01,BPCL,EQ,503.85,504.8,507.65,493.65,494.85,496.4,501.15,1651505,82765517835000.0,29612,462057,0.2798
2017-11-30,BPCL,EQ,507.8,505.8,513.65,501.3,503.0,503.85,506.03,6083478,307841552790000.0,84227,3900386,0.6411
2017-11-29,BPCL,EQ,507.6,507.4,516.5,503.05,507.0,507.8,509.52,2759777,140617067845000.0,49084,1270436,0.4603
2017-11-28,BPCL,EQ,508.45,505.0,508.8,500.3,507.6,507.6,504.82,4066465,205285292310000.0,54980,1905433,0.4686
2017-11-27,BPCL,EQ,511.0,507.0,510.55,501.5,510.0,508.45,505.57,2732306,138137664905000.0,38288,1545413,0.5656
2017-11-24,BPCL,EQ,505.15,503.0,511.85,502.95,511.05,511.0,509.25,1761995,89728891970000.0,25115,942416,0.5349
2017-11-23,BPCL,EQ,507.7,507.0,513.0,501.25,504.7,505.15,506.45,3451343,174792245875000.0,36339,2109928,0.6113000000000001
2017-11-22,BPCL,EQ,511.5,514.3,514.4,503.6,508.5,507.7,507.63,2000237,101538782180000.0,26001,1002303,0.5011
2017-11-21,BPCL,EQ,504.45,506.0,514.5,499.25,512.0,511.5,509.49,4044509,206065237545000.0,49063,2277083,0.563
2017-11-20,BPCL,EQ,504.0,502.55,507.8,496.5,504.45,504.45,502.45,1790444,89960746065000.0,23791,496628,0.2774
2017-11-17,BPCL,EQ,499.35,504.6,507.0,495.45,502.5,504.0,502.07,2980186,149627399735000.0,36502,1316716,0.4418
2017-11-16,BPCL,EQ,504.7,507.0,509.75,492.8,501.15,499.35,498.72,2605098,129922662530000.0,37594,1100232,0.4223
2017-11-15,BPCL,EQ,493.05,495.0,508.8,495.0,507.0,504.7,505.18,4117602,208013231320000.0,45964,1482751,0.3601
2017-11-14,BPCL,EQ,500.6,495.75,500.0,487.45,493.3,493.05,491.48,3148613,154748294285000.0,50761,1504527,0.4778
2017-11-13,BPCL,EQ,512.1,517.2,517.8,493.35,498.5,500.6,500.4,4389689,219661306820000.0,78160,1689852,0.385
2017-11-10,BPCL,EQ,522.15,516.0,516.3,508.05,513.0,512.1,511.68,2686694,137471986365000.02,43972,1301451,0.4844
2017-11-09,BPCL,EQ,520.2,520.65,526.0,515.0,523.55,522.15,520.1,2260061,117546779475000.0,44204,1016130,0.4496
2017-11-08,BPCL,EQ,521.4,524.95,527.15,511.2,521.05,520.2,516.45,2305081,119046494400000.0,39682,1082322,0.4695
2017-11-07,BPCL,EQ,524.2,525.0,525.05,508.4,524.8,521.4,517.32,4163902,215408945015000.0,54654,2100246,0.5044
2017-11-06,BPCL,EQ,533.1,533.2,533.25,521.0,525.0,524.2,523.92,3386236,177413042500000.0,88390,1994401,0.589
2017-11-03,BPCL,EQ,542.85,540.2,543.5,531.2,533.2,533.1,535.25,2226073,119151512315000.02,38243,1127871,0.5067
2017-11-02,BPCL,EQ,539.8,544.9,546.6,535.5,544.1,542.85,541.3,2486376,134588732434999.98,37268,1335798,0.5372
2017-11-01,BPCL,EQ,541.6,542.0,544.9,534.05,540.5,539.8,538.94,2464379,132816199965000.02,56068,1127930,0.4577000000000001
2017-10-31,BPCL,EQ,536.25,535.55,544.35,527.0,540.5,541.6,537.87,3195489,171874510800000.0,53354,1445555,0.4524
2017-10-30,BPCL,EQ,527.95,526.5,551.55,524.6,534.85,536.25,540.96,3421726,185103231690000.0,54548,1242496,0.3631
2017-10-27,BPCL,EQ,536.45,541.45,548.75,523.35,529.45,527.95,532.19,9078313,483135793405000.0,172458,5475604,0.6032000000000001
2017-10-26,BPCL,EQ,509.8,510.0,539.85,509.45,536.05,536.45,531.88,7486609,398199789600000.0,113815,4304430,0.5750000000000001
2017-10-25,BPCL,EQ,509.65,515.0,515.0,505.0,509.25,509.8,509.14,3190106,162421059120000.0,46646,2073426,0.65
2017-10-24,BPCL,EQ,511.3,513.5,516.35,505.3,510.1,509.65,511.72,2070164,105934831545000.0,40253,1258775,0.6081000000000001
2017-10-23,BPCL,EQ,508.15,509.95,519.6,508.1,511.0,511.3,512.68,2140573,109743299380000.0,69134,1043117,0.4873
2017-10-19,BPCL,EQ,513.6,516.45,516.45,504.8,509.9,508.15,510.34,206300,10528251215000.0,3105,34468,0.1671
2017-10-18,BPCL,EQ,512.75,513.75,519.45,508.0,514.65,513.6,513.99,2687829,138151909030000.0,43674,1078042,0.4011
2017-10-17,BPCL,EQ,498.4,498.0,514.5,494.05,514.0,512.75,509.06,4449253,226494905895000.0,69248,1628921,0.3661
2017-10-16,BPCL,EQ,488.7,490.0,501.0,489.0,498.0,498.4,497.36,4149330,206369350860000.0,54476,1912238,0.4609
2017-10-13,BPCL,EQ,491.6,492.4,494.0,484.0,484.3,488.7,489.21,3247000,158847495745000.0,38310,2032870,0.6261
2017-10-12,BPCL,EQ,489.35,490.25,494.25,486.5,493.7,491.6,490.44,2321678,113863859765000.02,31761,1040095,0.44799999999999995
2017-10-11,BPCL,EQ,482.3,481.05,496.0,479.3,487.4,489.35,488.81,6006098,293585769115000.0,75630,2577283,0.4291
2017-10-10,BPCL,EQ,481.25,482.0,484.25,476.1,482.3,482.3,480.61,3175579,152621464230000.0,79965,1683155,0.53
2017-10-09,BPCL,EQ,489.6,486.0,492.05,479.6,481.9,481.25,483.82,3036615,146917909200000.0,39083,1254841,0.4132
2017-10-06,BPCL,EQ,480.1,480.0,492.8,478.15,488.9,489.6,484.14,2496805,120881056950000.0,31133,793919,0.318
2017-10-05,BPCL,EQ,486.15,482.1,484.75,475.2,480.0,480.1,480.1,2928097,140578972940000.02,27361,1018408,0.3478
2017-10-04,BPCL,EQ,478.85,493.25,493.4,476.35,486.0,486.15,484.23,4929189,238685342975000.0,53340,1683263,0.3415
2017-10-03,BPCL,EQ,471.3,477.0,481.7,467.0,478.75,478.85,474.33,3270183,155116017595000.0,37876,1625737,0.4971
2017-09-29,BPCL,EQ,462.85,466.0,476.0,462.1,475.0,471.3,469.97,6028154,283306381325000.0,71459,3229278,0.5357000000000001
2017-09-28,BPCL,EQ,465.6,463.3,465.4,449.4,463.0,462.85,458.53,6846279,313919218400000.0,77506,3632119,0.5305
2017-09-27,BPCL,EQ,469.25,472.0,476.5,462.65,466.0,465.6,468.93,5548780,260199949300000.0,69513,2864687,0.5163
2017-09-26,BPCL,EQ,487.15,483.0,485.55,460.05,468.5,469.25,470.83,9210056,433638534025000.0,105652,4124394,0.4478
2017-09-25,BPCL,EQ,492.0,487.7,492.5,478.25,487.0,487.15,484.8,3637371,176339940680000.0,52095,1793173,0.493
2017-09-22,BPCL,EQ,496.15,494.05,497.25,483.1,492.5,492.0,490.27,4810438,235840850800000.0,55614,2210967,0.4596
2017-09-21,BPCL,EQ,494.3,495.0,500.0,490.75,495.15,496.15,495.77,5455368,270460508975000.0,52067,3394505,0.6222
2017-09-20,BPCL,EQ,506.9,507.0,507.0,492.5,494.5,494.3,495.24,6309697,312480785615000.0,100716,3566423,0.5652
2017-09-19,BPCL,EQ,497.95,498.9,508.2,493.65,507.25,506.9,504.06,3969923,200108863960000.0,62040,1818054,0.45799999999999996
2017-09-18,BPCL,EQ,497.25,504.0,506.8,493.35,498.2,497.95,498.93,2851570,142272982350000.0,52853,988310,0.3466
2017-09-15,BPCL,EQ,500.5,500.0,503.0,491.25,498.5,497.25,497.07,5342585,265562513715000.0,73931,2453552,0.4592000000000001
2017-09-14,BPCL,EQ,500.2,520.0,524.9,487.05,501.0,500.5,502.03,15828064,794613781100000.0,182506,4867880,0.3075
2017-09-13,BPCL,EQ,533.85,536.0,540.4,489.0,499.4,500.2,510.59,8981024,458565550840000.0,103642,3672404,0.4089
2017-09-12,BPCL,EQ,512.25,515.9,535.15,512.55,534.6,533.85,527.27,3957122,208646402740000.0,81511,1276005,0.3225
2017-09-11,BPCL,EQ,513.35,519.0,523.8,510.5,513.65,512.25,515.63,3026548,156057986965000.0,106680,1765822,0.5834
2017-09-08,BPCL,EQ,524.1,525.0,527.7,511.2,513.2,513.35,516.87,3212539,166045287035000.0,77238,1709184,0.532
2017-09-07,BPCL,EQ,534.9,538.0,538.75,521.95,523.2,524.1,526.52,3264681,171891730535000.0,71474,1743266,0.534
2017-09-06,BPCL,EQ,539.25,537.3,537.3,529.75,534.9,534.9,533.24,1845891,98431158295000.0,41669,705051,0.3820000000000001
2017-09-05,BPCL,EQ,531.15,530.1,541.5,527.5,538.8,539.25,534.51,2009172,107391568559999.98,36797,605377,0.3013
2017-09-04,BPCL,EQ,537.4,537.4,546.1,527.5,529.85,531.15,538.15,4481134,241150305225000.0,64832,1774037,0.3959
2017-09-01,BPCL,EQ,529.0,532.0,539.85,525.1,536.2,537.4,531.29,3655195,194195129420000.0,83540,1861326,0.5092
2017-08-31,BPCL,EQ,520.95,520.5,534.45,516.9,528.05,529.0,527.98,5963684,314873441195000.0,118812,2903143,0.4868
2017-08-30,BPCL,EQ,504.1,510.9,524.3,508.0,521.0,520.95,518.3,4117206,213394879990000.0,60753,1784468,0.4334000000000001
2017-08-29,BPCL,EQ,508.0,508.0,518.45,501.45,503.05,504.1,511.1,3872671,197933861815000.0,63890,1382724,0.35700000000000004
2017-08-28,BPCL,EQ,508.2,508.3,509.85,500.5,508.3,508.0,506.06,3110427,157406642040000.0,77112,1966356,0.6322
2017-08-24,BPCL,EQ,509.7,510.35,514.5,504.25,508.5,508.2,508.82,2927916,148976949460000.0,49168,1693403,0.5784
2017-08-23,BPCL,EQ,510.35,514.95,514.95,506.1,509.4,509.7,509.48,3071333,156477439605000.0,55545,1523753,0.4961
2017-08-22,BPCL,EQ,497.75,493.5,513.0,493.5,511.65,510.35,506.41,4590059,232444491675000.0,96904,1767998,0.3852
2017-08-21,BPCL,EQ,503.3,506.3,515.8,495.1,498.6,497.75,505.42,4359678,220345976710000.0,81672,1904772,0.4369
2017-08-18,BPCL,EQ,493.7,493.0,511.6,488.0,504.6,503.3,503.56,5973154,300785313735000.0,92511,2257974,0.378
2017-08-17,BPCL,EQ,483.95,485.0,504.3,480.15,494.2,493.7,494.38,4640313,229405648370000.0,74891,1485267,0.3201
2017-08-16,BPCL,EQ,478.35,479.85,488.2,474.0,484.65,483.95,481.14,3202080,154063343395000.0,71778,1760246,0.5497
2017-08-14,BPCL,EQ,484.3,483.5,483.5,465.3,478.8,478.35,474.08,4842669,229579206485000.0,69250,2357592,0.4868
2017-08-11,BPCL,EQ,481.5,475.15,491.95,472.05,484.5,484.3,483.37,4211969,203592220845000.0,84384,1815347,0.4310000000000001
2017-08-10,BPCL,EQ,495.95,493.9,495.0,471.6,482.0,481.5,482.32,4848050,233830982215000.0,94947,2542768,0.5245000000000001
2017-08-09,BPCL,EQ,505.05,501.5,512.2,493.0,494.95,495.95,502.01,3120575,156656308450000.0,46832,1521985,0.4877
2017-08-08,BPCL,EQ,527.7,527.7,528.55,502.75,504.5,505.05,512.59,4298541,220339620075000.0,90711,2515585,0.5852
2017-08-07,BPCL,EQ,517.9,520.0,529.0,514.55,525.95,527.7,522.89,4681753,244803096465000.0,83009,1710135,0.3653
2017-08-04,BPCL,EQ,490.0,491.4,525.5,491.0,518.75,517.9,505.01,5406360,273028525610000.0,73838,2635223,0.4874000000000001
2017-08-03,BPCL,EQ,486.3,489.3,498.7,485.1,490.15,490.0,491.16,6212375,305128117320000.0,84464,3881619,0.6248
2017-08-02,BPCL,EQ,485.6,485.6,489.5,484.7,487.5,486.3,486.39,3574128,173840787090000.0,37902,2569090,0.7188
2017-08-01,BPCL,EQ,471.15,472.1,486.95,472.0,484.95,485.6,482.02,3492479,168343640945000.0,60368,2266443,0.6489
2017-07-31,BPCL,EQ,475.6,472.55,478.1,468.65,471.0,471.15,472.72,3000612,141843889740000.0,43176,2210917,0.7368000000000001
2017-07-28,BPCL,EQ,477.2,474.0,480.5,469.4,474.0,475.6,475.04,3727475,177069655190000.0,48904,2731268,0.7327
2017-07-27,BPCL,EQ,471.4,471.4,480.0,471.05,479.85,477.2,474.9,3556685,168908138365000.0,38990,2842789,0.7993000000000001
2017-07-26,BPCL,EQ,466.9,466.5,472.55,466.5,471.0,471.4,470.3,3228336,151828189380000.0,37487,2437191,0.7549
2017-07-25,BPCL,EQ,466.2,466.25,468.6,463.75,466.4,466.9,466.41,4180442,194980220235000.0,44621,3381815,0.809
2017-07-24,BPCL,EQ,467.15,466.1,472.75,464.9,465.9,466.2,468.06,2591181,121282793070000.0,46179,2016961,0.7784000000000001
2017-07-21,BPCL,EQ,467.2,467.2,468.9,461.4,467.1,467.15,465.22,2005524,93301281105000.0,24249,1331016,0.6637000000000001
2017-07-20,BPCL,EQ,469.85,468.85,471.5,463.45,467.5,467.2,467.78,1799528,84178465020000.0,59463,1009345,0.5609000000000001
2017-07-19,BPCL,EQ,468.6,470.0,472.95,465.6,469.1,469.85,469.01,2545148,119370151645000.0,35874,1749886,0.6875
2017-07-18,BPCL,EQ,467.45,467.45,475.0,464.35,469.8,468.6,469.95,2797527,131470666130000.0,56007,1653157,0.5909000000000001
2017-07-17,BPCL,EQ,460.8,461.0,469.0,460.0,468.95,467.45,464.54,2040756,94801494770000.0,33587,1188089,0.5822
2017-07-14,BPCL,EQ,458.55,462.9,464.4,456.1,461.0,460.8,460.61,2661189,122576226875000.0,81157,1479104,0.5558
2017-07-13,BPCL,EQ,683.7,458.0,465.75,454.4,458.3,458.55,459.27,3875953,178012489655000.0,65001,2132629,0.5502
2017-07-12,BPCL,EQ,678.3,684.0,687.0,678.25,684.0,683.7,683.15,3134866,214158660080000.0,73817,2154637,0.6873
2017-07-11,BPCL,EQ,664.65,668.9,680.8,664.25,679.95,678.3,674.24,3743038,252371342205000.03,72913,2774047,0.7411
2017-07-10,BPCL,EQ,663.95,645.2,691.2,645.2,663.7,664.65,667.26,489540,32664837315000.0,5810,394760,0.8064
2017-07-07,BPCL,EQ,660.05,661.0,669.75,659.1,664.05,663.95,665.02,3653118,242939031435000.0,48296,2885631,0.7898999999999999
2017-07-06,BPCL,EQ,662.1,663.9,664.0,657.5,660.0,660.05,660.31,2409907,159128249725000.0,56223,1805330,0.7491
2017-07-05,BPCL,EQ,657.2,658.0,663.75,656.35,663.0,662.1,661.01,1720386,113718396900000.0,41318,915436,0.5321
2017-07-04,BPCL,EQ,649.35,647.7,665.0,645.95,657.1,657.2,660.19,7443636,491424094775000.0,58985,5582357,0.75
2017-07-03,BPCL,EQ,639.4,640.1,651.35,640.1,649.0,649.35,647.04,3588253,232174598480000.03,129759,2510733,0.6997
2017-06-30,BPCL,EQ,626.05,624.05,641.3,622.35,638.1,639.4,634.25,4307467,273200597765000.0,138071,3098301,0.7193
2017-06-29,BPCL,EQ,616.7,617.5,633.3,617.0,627.3,626.05,626.07,5277522,330407894775000.0,117633,3214295,0.6091
2017-06-28,BPCL,EQ,612.05,610.0,624.6,608.65,617.1,616.7,618.89,3532200,218604355890000.0,101719,1885931,0.5339
2017-06-27,BPCL,EQ,630.75,629.0,629.0,599.0,611.9,612.05,605.78,9429084,571197021690000.0,102181,6112111,0.6482
2017-06-23,BPCL,EQ,641.8,645.0,646.05,628.6,630.4,630.75,633.56,1757857,111371131895000.0,60442,694401,0.395
2017-06-22,BPCL,EQ,654.4,652.2,654.6,637.0,642.75,641.8,644.16,3402724,219190290145000.0,82846,1820314,0.535
2017-06-21,BPCL,EQ,664.75,667.0,667.0,651.15,654.0,654.4,655.32,2679260,175576451455000.0,88491,1658448,0.619
2017-06-20,BPCL,EQ,667.15,668.05,671.85,662.2,664.8,664.75,666.88,2195045,146382151250000.0,52611,1256115,0.5723
2017-06-19,BPCL,EQ,673.8,677.0,678.7,666.0,667.95,667.15,670.55,2036679,136570424205000.0,53976,1302473,0.6395000000000001
2017-06-16,BPCL,EQ,670.4,677.1,683.65,670.5,674.9,673.8,675.66,4679690,316186560530000.0,115515,2901809,0.6201
2017-06-15,BPCL,EQ,692.0,692.0,695.0,663.5,670.55,670.4,672.45,4483215,301471590340000.0,85004,2387470,0.5325
2017-06-14,BPCL,EQ,699.0,699.0,700.2,689.4,691.55,692.0,692.68,1896344,131356674805000.0,77598,1317203,0.6946
2017-06-13,BPCL,EQ,701.7,706.7,708.65,697.35,698.0,699.0,702.01,823765,57829360585000.0,27553,353292,0.4289
2017-06-12,BPCL,EQ,703.75,704.9,706.7,699.0,701.5,701.7,703.18,1739368,122309257830000.0,28894,1018385,0.5855
2017-06-09,BPCL,EQ,706.85,709.2,711.35,695.5,703.05,703.75,701.59,1946776,136584457380000.0,60747,918180,0.4716
2017-06-08,BPCL,EQ,717.3,724.85,728.5,705.2,705.5,706.85,712.27,2230516,158873709590000.0,78354,1321275,0.5924
2017-06-07,BPCL,EQ,725.55,727.0,727.4,711.0,717.05,717.3,715.6,2865029,205022391785000.0,81722,1871440,0.6531999999999999
2017-06-06,BPCL,EQ,728.55,731.0,736.0,723.65,726.35,725.55,729.14,1533652,111824896790000.02,45005,888412,0.5793
2017-06-05,BPCL,EQ,724.8,725.0,737.6,723.65,728.0,728.55,731.62,1346477,98510992370000.0,19346,523893,0.3891
2017-06-02,BPCL,EQ,739.0,738.8,740.0,722.85,723.5,724.8,728.55,1325119,96541099460000.0,47451,732620,0.5529000000000001
2017-06-01,BPCL,EQ,742.65,739.4,746.8,728.95,737.0,739.0,736.02,1503332,110648005605000.0,32527,800261,0.5323
2017-05-31,BPCL,EQ,738.75,740.2,748.15,738.0,739.4,742.65,743.08,2197498,163292366340000.0,88316,1229751,0.5596
2017-05-30,BPCL,EQ,754.85,743.75,744.95,725.7,740.0,738.75,734.38,2473708,181664033510000.0,83656,978649,0.3956
2017-05-29,BPCL,EQ,749.65,754.0,769.25,747.0,747.95,754.85,757.59,4288268,324876296215000.0,169064,2246971,0.524
2017-05-26,BPCL,EQ,726.85,722.1,753.95,703.0,753.0,749.65,727.91,3807638,277160760095000.0,64761,1482083,0.3892000000000001
2017-05-25,BPCL,EQ,711.9,714.7,733.0,707.0,723.05,726.85,721.79,3558464,256846915355000.03,104647,2017304,0.5669
2017-05-24,BPCL,EQ,699.55,703.0,716.7,691.25,716.7,711.9,701.99,2350022,164968198145000.0,140564,1479410,0.6295000000000001
2017-05-23,BPCL,EQ,695.6,694.2,706.0,688.4,700.0,699.55,697.8,1792660,125092405395000.0,66648,964018,0.5378000000000001
2017-05-22,BPCL,EQ,702.45,701.0,701.0,686.55,697.5,695.6,691.93,1506937,104269134165000.0,52019,634958,0.4214
2017-05-19,BPCL,EQ,714.9,715.25,722.45,700.0,703.5,702.45,709.17,1069546,75848798130000.0,44401,407185,0.3807
2017-05-18,BPCL,EQ,727.45,722.2,727.5,711.0,712.6,714.9,717.16,1047741,75139450905000.0,29422,351569,0.3355
2017-05-17,BPCL,EQ,733.3,732.9,734.0,723.5,727.05,727.45,727.8,1141029,83043601515000.0,35138,537536,0.4711
2017-05-16,BPCL,EQ,727.85,727.0,735.0,723.0,733.25,733.3,729.34,871521,63563511090000.0,21083,282494,0.3241
2017-05-15,BPCL,EQ,733.15,734.65,736.0,723.0,729.0,727.85,728.22,839675,61146841320000.01,18823,289193,0.3444
2017-05-12,BPCL,EQ,730.65,730.6,735.95,725.0,733.0,733.15,730.75,1006454,73546489600000.0,25597,422687,0.42
2017-05-11,BPCL,EQ,728.25,732.25,735.4,725.0,731.25,730.65,731.32,1338187,97864607115000.0,43812,709727,0.5304
2017-05-10,BPCL,EQ,721.4,727.8,730.0,720.45,729.2,728.25,726.88,1506573,109509206695000.0,40222,773708,0.5136000000000001
2017-05-09,BPCL,EQ,715.6,717.5,723.0,710.35,721.0,721.4,718.55,1280378,92001738990000.0,38345,503595,0.3933
2017-05-08,BPCL,EQ,724.75,726.0,729.6,710.1,714.8,715.6,717.01,1846513,132396151470000.0,43186,989928,0.5361
